Transaction ID,Transaction Price,datetime_column
17705,39.47,2019-05-01
17667,39.47,2019-05-01
10235,39.47,2019-05-01
10293,39.47,2019-05-01
17886,39.47,2019-05-01
17909,39.47,2019-05-01
15726,39.47,2019-05-01
10901,50.21,2019-05-01
7766,53.26,2019-05-01
10388,54.34,2019-05-01
10703,54.34,2019-05-01
17615,54.34,2019-05-01
15994,54.34,2019-05-01
17555,59.11,2019-05-01
9480,81.07,2019-05-01
17419,81.07,2019-05-01
17695,81.07,2019-05-01
10878,81.07,2019-05-01
10386,86.6,2019-05-01
10323,95.49,2019-05-01
17738,95.49,2019-05-01
2875,18.32,2019-06-01
3807,18.32,2019-06-01
7881,18.32,2019-06-01
16194,18.32,2019-06-01
16779,18.32,2019-06-01
14381,4.02,2019-06-01
648,7.79,2019-06-01
1230,7.79,2019-06-01
2406,7.79,2019-06-01
3281,7.79,2019-06-01
6545,7.79,2019-06-01
6769,7.79,2019-06-01
7590,7.79,2019-06-01
11330,7.79,2019-06-01
14615,7.79,2019-06-01
15108,7.79,2019-06-01
16525,7.79,2019-06-01
2654,8.54,2019-06-01
3058,8.54,2019-06-01
7142,8.54,2019-06-01
8821,8.54,2019-06-01
8834,8.54,2019-06-01
10578,8.54,2019-06-01
4132,8.62,2019-06-01
7323,9.05,2019-06-01
10375,9.05,2019-06-01
12767,10.51,2019-06-01
13392,10.51,2019-06-01
2414,10.52,2019-06-01
6421,12.7,2019-06-01
16065,12.7,2019-06-01
14542,12.7,2019-06-01
5356,12.93,2019-06-01
1643,13.01,2019-06-01
14451,13.01,2019-06-01
9502,13.65,2019-06-01
4248,13.65,2019-06-01
10438,13.65,2019-06-01
13262,13.65,2019-06-01
1705,13.65,2019-06-01
2002,13.65,2019-06-01
2482,13.65,2019-06-01
2501,13.65,2019-06-01
2689,13.65,2019-06-01
14004,13.76,2019-06-01
16225,13.76,2019-06-01
4892,13.76,2019-06-01
5090,13.76,2019-06-01
6358,13.76,2019-06-01
6903,13.76,2019-06-01
17114,13.76,2019-06-01
17259,13.76,2019-06-01
6389,13.92,2019-06-01
7409,13.92,2019-06-01
13443,13.92,2019-06-01
1322,13.92,2019-06-01
2999,13.92,2019-06-01
4911,13.92,2019-06-01
6662,13.92,2019-06-01
11685,13.92,2019-06-01
12182,13.92,2019-06-01
14500,13.92,2019-06-01
15362,13.92,2019-06-01
2163,13.92,2019-06-01
9315,14.04,2019-06-01
17237,14.04,2019-06-01
4673,14.04,2019-06-01
9844,14.04,2019-06-01
1224,14.48,2019-06-01
12921,14.48,2019-06-01
3171,14.89,2019-06-01
13990,14.89,2019-06-01
3645,14.89,2019-06-01
6190,14.89,2019-06-01
16490,14.89,2019-06-01
10640,14.89,2019-06-01
8922,15.19,2019-06-01
3780,15.2,2019-06-01
10971,15.2,2019-06-01
16869,15.36,2019-06-01
8022,15.36,2019-06-01
7334,15.85,2019-06-01
13744,15.85,2019-06-01
15176,15.85,2019-06-01
1182,15.87,2019-06-01
4935,15.87,2019-06-01
6570,15.87,2019-06-01
12971,15.87,2019-06-01
12561,16.12,2019-06-01
4587,16.15,2019-06-01
1788,16.28,2019-06-01
2519,16.28,2019-06-01
8232,16.28,2019-06-01
10504,16.28,2019-06-01
13931,16.36,2019-06-01
1337,16.36,2019-06-01
3000,16.36,2019-06-01
3572,16.36,2019-06-01
4299,16.36,2019-06-01
4526,16.36,2019-06-01
5859,16.36,2019-06-01
6243,16.36,2019-06-01
6386,16.36,2019-06-01
6602,16.36,2019-06-01
6604,16.36,2019-06-01
13215,16.36,2019-06-01
13520,16.36,2019-06-01
15246,16.36,2019-06-01
15766,16.36,2019-06-01
16188,16.36,2019-06-01
489,16.36,2019-06-01
819,16.36,2019-06-01
1569,16.36,2019-06-01
2581,16.36,2019-06-01
3477,16.36,2019-06-01
4468,16.36,2019-06-01
5422,16.36,2019-06-01
6080,16.36,2019-06-01
7816,16.36,2019-06-01
7886,16.36,2019-06-01
8046,16.36,2019-06-01
11116,16.36,2019-06-01
12065,16.36,2019-06-01
15824,16.36,2019-06-01
17302,16.36,2019-06-01
12428,16.36,2019-06-01
17568,16.49,2019-06-01
10617,16.52,2019-06-01
13293,16.52,2019-06-01
6939,16.59,2019-06-01
886,16.59,2019-06-01
10831,16.59,2019-06-01
16888,16.59,2019-06-01
12978,16.59,2019-06-01
17506,16.59,2019-06-01
4022,16.79,2019-06-01
11086,16.79,2019-06-01
12612,16.79,2019-06-01
3190,16.79,2019-06-01
4025,16.79,2019-06-01
4866,16.79,2019-06-01
9616,16.79,2019-06-01
9657,16.79,2019-06-01
10119,16.79,2019-06-01
17861,16.79,2019-06-01
6267,17.08,2019-06-01
3192,17.24,2019-06-01
3294,17.24,2019-06-01
3331,17.24,2019-06-01
3448,17.24,2019-06-01
3502,17.24,2019-06-01
3857,17.24,2019-06-01
5122,17.24,2019-06-01
5191,17.24,2019-06-01
5320,17.24,2019-06-01
5495,17.24,2019-06-01
6907,17.24,2019-06-01
7913,17.24,2019-06-01
7991,17.24,2019-06-01
9957,17.24,2019-06-01
10799,17.24,2019-06-01
11842,17.24,2019-06-01
11853,17.24,2019-06-01
13283,17.24,2019-06-01
14009,17.24,2019-06-01
14760,17.24,2019-06-01
14816,17.24,2019-06-01
14987,17.24,2019-06-01
16538,17.24,2019-06-01
2685,17.24,2019-06-01
16473,17.24,2019-06-01
16848,17.24,2019-06-01
14092,17.24,2019-06-01
3127,17.24,2019-06-01
10209,17.24,2019-06-01
5572,17.32,2019-06-01
941,17.4,2019-06-01
1878,17.4,2019-06-01
5506,17.4,2019-06-01
6884,17.4,2019-06-01
16979,17.4,2019-06-01
13425,17.4,2019-06-01
6257,17.42,2019-06-01
4407,17.57,2019-06-01
13367,17.57,2019-06-01
17244,17.83,2019-06-01
7094,17.98,2019-06-01
587,17.98,2019-06-01
16302,18.01,2019-06-01
11343,18.01,2019-06-01
16,18.01,2019-06-01
51,18.01,2019-06-01
443,18.01,2019-06-01
3391,18.01,2019-06-01
3547,18.01,2019-06-01
4475,18.01,2019-06-01
4776,18.01,2019-06-01
6329,18.01,2019-06-01
7192,18.01,2019-06-01
7553,18.01,2019-06-01
7962,18.01,2019-06-01
8395,18.01,2019-06-01
8529,18.01,2019-06-01
11132,18.01,2019-06-01
12033,18.01,2019-06-01
12961,18.01,2019-06-01
13698,18.01,2019-06-01
8168,18.01,2019-06-01
16151,18.58,2019-06-01
12845,18.73,2019-06-01
7400,18.73,2019-06-01
14507,19.19,2019-06-01
5663,19.25,2019-06-01
4098,19.25,2019-06-01
753,19.25,2019-06-01
2938,19.3,2019-06-01
9188,19.3,2019-06-01
10303,19.3,2019-06-01
9378,19.3,2019-06-01
12470,19.3,2019-06-01
14824,19.3,2019-06-01
16732,19.3,2019-06-01
17625,19.3,2019-06-01
12193,19.35,2019-06-01
11665,19.68,2019-06-01
3601,20.03,2019-06-01
11521,20.5,2019-06-01
2280,20.53,2019-06-01
15932,20.53,2019-06-01
9108,20.66,2019-06-01
18007,20.75,2019-06-01
10243,20.75,2019-06-01
9635,20.75,2019-06-01
12601,20.75,2019-06-01
12337,20.75,2019-06-01
10230,20.75,2019-06-01
11298,20.75,2019-06-01
9181,20.81,2019-06-01
3588,20.82,2019-06-01
1938,21.13,2019-06-01
16854,21.31,2019-06-01
1443,21.42,2019-06-01
813,21.42,2019-06-01
2074,21.42,2019-06-01
2396,21.42,2019-06-01
2742,21.42,2019-06-01
3319,21.42,2019-06-01
3465,21.42,2019-06-01
3555,21.42,2019-06-01
3720,21.42,2019-06-01
5094,21.42,2019-06-01
5919,21.42,2019-06-01
6678,21.42,2019-06-01
8511,21.42,2019-06-01
10842,21.42,2019-06-01
11562,21.42,2019-06-01
11684,21.42,2019-06-01
15135,21.42,2019-06-01
15853,21.42,2019-06-01
16557,21.42,2019-06-01
6563,21.42,2019-06-01
8438,21.42,2019-06-01
11714,21.42,2019-06-01
12939,21.42,2019-06-01
16708,21.42,2019-06-01
6008,21.51,2019-06-01
9309,21.51,2019-06-01
10661,21.56,2019-06-01
2612,21.99,2019-06-01
4186,22.01,2019-06-01
7119,22.01,2019-06-01
11528,22.01,2019-06-01
12235,22.01,2019-06-01
2426,22.01,2019-06-01
13546,22.01,2019-06-01
12261,22.75,2019-06-01
2820,23.44,2019-06-01
1633,26.92,2019-06-01
1792,26.92,2019-06-01
10841,27.22,2019-06-01
17560,27.59,2019-06-01
14668,33.71,2019-06-01
10804,33.71,2019-06-01
14430,33.71,2019-06-01
17163,35.65,2019-06-01
8183,35.65,2019-06-01
9636,35.65,2019-06-01
18019,35.65,2019-06-01
8679,39.47,2019-06-01
14633,39.47,2019-06-01
9654,39.47,2019-06-01
16659,39.47,2019-06-01
9261,39.47,2019-06-01
17388,39.47,2019-06-01
17702,39.47,2019-06-01
17223,39.47,2019-06-01
10249,39.47,2019-06-01
17624,39.47,2019-06-01
8371,54.34,2019-06-01
7480,81.07,2019-06-01
16581,95.49,2019-06-01
17650,95.49,2019-06-01
950,18.32,2019-07-01
2673,18.32,2019-07-01
3813,18.32,2019-07-01
8304,18.32,2019-07-01
8563,18.32,2019-07-01
9839,18.32,2019-07-01
11917,18.32,2019-07-01
15379,18.32,2019-07-01
16692,18.32,2019-07-01
601,7.79,2019-07-01
1394,7.79,2019-07-01
3728,7.79,2019-07-01
4447,7.79,2019-07-01
9198,7.79,2019-07-01
11422,7.79,2019-07-01
13702,7.79,2019-07-01
14331,7.79,2019-07-01
16093,7.79,2019-07-01
16515,7.79,2019-07-01
1474,8.29,2019-07-01
6341,8.29,2019-07-01
1812,8.54,2019-07-01
3316,8.54,2019-07-01
5950,8.54,2019-07-01
6648,8.54,2019-07-01
6797,8.54,2019-07-01
10344,8.54,2019-07-01
13461,8.54,2019-07-01
15411,8.54,2019-07-01
5165,8.62,2019-07-01
11472,9.05,2019-07-01
3538,12.44,2019-07-01
5178,12.44,2019-07-01
5196,12.44,2019-07-01
15134,12.44,2019-07-01
12908,12.51,2019-07-01
4054,12.51,2019-07-01
12236,12.51,2019-07-01
12265,12.51,2019-07-01
9174,12.63,2019-07-01
15386,12.63,2019-07-01
3494,13.32,2019-07-01
2916,13.32,2019-07-01
1521,13.65,2019-07-01
2507,13.65,2019-07-01
6896,13.65,2019-07-01
841,13.65,2019-07-01
905,13.65,2019-07-01
3332,13.65,2019-07-01
6753,13.65,2019-07-01
11219,13.65,2019-07-01
4822,13.65,2019-07-01
13661,13.65,2019-07-01
1725,13.76,2019-07-01
6110,13.76,2019-07-01
5999,13.76,2019-07-01
3702,13.92,2019-07-01
5649,13.92,2019-07-01
15870,13.92,2019-07-01
2106,13.92,2019-07-01
4453,13.92,2019-07-01
7789,14.04,2019-07-01
7468,14.04,2019-07-01
2872,14.04,2019-07-01
1121,14.04,2019-07-01
9986,14.04,2019-07-01
15724,14.04,2019-07-01
279,15.19,2019-07-01
5360,15.19,2019-07-01
2438,15.33,2019-07-01
3220,15.33,2019-07-01
1249,15.33,2019-07-01
2065,15.33,2019-07-01
3560,15.33,2019-07-01
5386,15.33,2019-07-01
7897,15.33,2019-07-01
11932,15.33,2019-07-01
3144,15.33,2019-07-01
11250,15.33,2019-07-01
15109,15.33,2019-07-01
15492,15.33,2019-07-01
7713,15.86,2019-07-01
1463,15.87,2019-07-01
3021,15.87,2019-07-01
7696,15.87,2019-07-01
12388,15.87,2019-07-01
6736,15.87,2019-07-01
12011,16.15,2019-07-01
8145,16.28,2019-07-01
12631,16.28,2019-07-01
13498,16.28,2019-07-01
13876,16.33,2019-07-01
16956,16.33,2019-07-01
2265,16.33,2019-07-01
4211,16.36,2019-07-01
4591,16.36,2019-07-01
7124,16.36,2019-07-01
7609,16.36,2019-07-01
7883,16.36,2019-07-01
4771,16.36,2019-07-01
7160,16.36,2019-07-01
12721,16.36,2019-07-01
13233,16.36,2019-07-01
13440,16.36,2019-07-01
6334,16.41,2019-07-01
8832,16.41,2019-07-01
615,16.41,2019-07-01
1958,16.41,2019-07-01
3719,16.41,2019-07-01
4761,16.41,2019-07-01
6397,16.41,2019-07-01
7729,16.41,2019-07-01
11964,16.41,2019-07-01
12998,16.41,2019-07-01
14684,16.41,2019-07-01
16261,16.41,2019-07-01
7799,16.41,2019-07-01
11257,16.52,2019-07-01
12709,16.52,2019-07-01
2321,16.52,2019-07-01
7572,16.52,2019-07-01
12427,16.52,2019-07-01
13486,16.52,2019-07-01
14704,16.52,2019-07-01
8583,16.52,2019-07-01
17489,16.52,2019-07-01
1108,16.59,2019-07-01
16554,16.59,2019-07-01
8088,16.59,2019-07-01
2030,16.67,2019-07-01
14360,16.67,2019-07-01
10813,16.79,2019-07-01
9982,16.9,2019-07-01
11836,16.9,2019-07-01
835,16.9,2019-07-01
10763,16.9,2019-07-01
12163,16.9,2019-07-01
13897,16.9,2019-07-01
1057,17.08,2019-07-01
11823,17.08,2019-07-01
639,17.15,2019-07-01
7038,17.15,2019-07-01
10350,17.15,2019-07-01
14023,17.15,2019-07-01
15616,17.15,2019-07-01
4976,17.15,2019-07-01
11076,17.15,2019-07-01
2042,17.19,2019-07-01
6677,17.19,2019-07-01
1779,17.24,2019-07-01
5223,17.24,2019-07-01
8950,17.24,2019-07-01
11669,17.24,2019-07-01
15914,17.24,2019-07-01
5970,17.4,2019-07-01
6892,17.4,2019-07-01
7173,17.4,2019-07-01
8470,17.4,2019-07-01
15563,17.4,2019-07-01
16485,17.4,2019-07-01
6298,17.42,2019-07-01
6749,17.42,2019-07-01
2935,17.42,2019-07-01
1066,18.01,2019-07-01
6236,18.01,2019-07-01
2803,18.01,2019-07-01
3141,18.01,2019-07-01
3398,18.01,2019-07-01
4548,18.01,2019-07-01
5389,18.01,2019-07-01
6516,18.01,2019-07-01
7674,18.01,2019-07-01
8444,18.01,2019-07-01
9698,18.01,2019-07-01
10203,18.01,2019-07-01
10779,18.01,2019-07-01
10833,18.01,2019-07-01
12055,18.01,2019-07-01
12627,18.01,2019-07-01
13130,18.01,2019-07-01
14187,18.01,2019-07-01
14222,18.01,2019-07-01
14580,18.01,2019-07-01
16442,18.01,2019-07-01
16632,18.01,2019-07-01
3866,19.3,2019-07-01
4926,19.3,2019-07-01
10406,19.3,2019-07-01
16240,19.3,2019-07-01
17246,19.3,2019-07-01
17412,19.3,2019-07-01
1270,19.3,2019-07-01
1933,19.3,2019-07-01
8482,19.3,2019-07-01
9439,19.3,2019-07-01
10241,19.3,2019-07-01
11436,19.3,2019-07-01
15308,19.3,2019-07-01
16755,19.3,2019-07-01
17145,19.3,2019-07-01
8976,19.35,2019-07-01
13880,19.4,2019-07-01
6296,19.4,2019-07-01
4080,19.68,2019-07-01
17048,19.68,2019-07-01
1217,19.68,2019-07-01
49,20.18,2019-07-01
1750,20.24,2019-07-01
4338,20.24,2019-07-01
5710,20.24,2019-07-01
11935,20.24,2019-07-01
12839,20.24,2019-07-01
12925,20.24,2019-07-01
16227,20.24,2019-07-01
6111,20.5,2019-07-01
9160,20.5,2019-07-01
1367,20.6,2019-07-01
2342,20.6,2019-07-01
16713,20.6,2019-07-01
17241,20.6,2019-07-01
17233,20.75,2019-07-01
11792,20.75,2019-07-01
17193,20.75,2019-07-01
16009,20.75,2019-07-01
12579,20.78,2019-07-01
7072,20.78,2019-07-01
16860,20.78,2019-07-01
6988,20.78,2019-07-01
2885,20.87,2019-07-01
1260,21.13,2019-07-01
1969,21.19,2019-07-01
2817,21.19,2019-07-01
10427,21.19,2019-07-01
4474,21.19,2019-07-01
433,21.19,2019-07-01
4231,21.42,2019-07-01
4693,21.42,2019-07-01
5435,21.42,2019-07-01
7106,21.42,2019-07-01
12222,21.42,2019-07-01
15443,21.42,2019-07-01
801,21.42,2019-07-01
14078,21.42,2019-07-01
7854,21.51,2019-07-01
5623,21.56,2019-07-01
11649,21.71,2019-07-01
8702,21.71,2019-07-01
9180,22.01,2019-07-01
10125,22.01,2019-07-01
11816,22.01,2019-07-01
14868,22.01,2019-07-01
1880,24.57,2019-07-01
13837,24.57,2019-07-01
6105,24.57,2019-07-01
12904,24.57,2019-07-01
14875,24.85,2019-07-01
898,24.85,2019-07-01
2702,24.85,2019-07-01
2964,27.22,2019-07-01
10279,27.59,2019-07-01
17690,27.59,2019-07-01
3299,33.71,2019-07-01
15728,35.65,2019-07-01
16407,35.65,2019-07-01
17721,35.65,2019-07-01
9578,39.47,2019-07-01
8595,39.47,2019-07-01
17186,39.47,2019-07-01
15051,39.47,2019-07-01
15337,39.47,2019-07-01
15045,39.47,2019-07-01
15312,39.47,2019-07-01
17578,39.47,2019-07-01
17561,39.47,2019-07-01
7754,39.47,2019-07-01
16582,51.57,2019-07-01
10946,54.34,2019-07-01
17619,54.34,2019-07-01
8025,81.07,2019-07-01
9229,81.07,2019-07-01
7778,88.93,2019-07-01
3054,18.32,2019-08-01
5170,18.32,2019-08-01
6286,18.32,2019-08-01
10766,18.32,2019-08-01
12884,18.32,2019-08-01
15984,18.32,2019-08-01
2011,7.79,2019-08-01
2826,7.79,2019-08-01
4546,7.79,2019-08-01
6644,7.79,2019-08-01
7606,7.79,2019-08-01
10977,7.79,2019-08-01
13699,7.79,2019-08-01
14203,7.79,2019-08-01
14466,7.79,2019-08-01
15205,7.79,2019-08-01
16044,7.79,2019-08-01
7045,8.04,2019-08-01
14001,8.04,2019-08-01
2635,8.21,2019-08-01
6194,8.21,2019-08-01
15564,8.21,2019-08-01
326,8.54,2019-08-01
2620,8.54,2019-08-01
4364,8.54,2019-08-01
6016,8.54,2019-08-01
7057,8.54,2019-08-01
7566,8.54,2019-08-01
11232,8.54,2019-08-01
13482,8.54,2019-08-01
16258,8.54,2019-08-01
7557,9.05,2019-08-01
10975,9.05,2019-08-01
12460,9.05,2019-08-01
2047,11.4,2019-08-01
643,11.81,2019-08-01
9431,11.81,2019-08-01
14132,11.81,2019-08-01
245,11.81,2019-08-01
6394,11.89,2019-08-01
12401,12.44,2019-08-01
6266,12.44,2019-08-01
2724,12.51,2019-08-01
5017,12.51,2019-08-01
5210,12.51,2019-08-01
8714,12.51,2019-08-01
15556,12.51,2019-08-01
3519,12.51,2019-08-01
3844,12.51,2019-08-01
12731,12.51,2019-08-01
6960,12.51,2019-08-01
553,12.63,2019-08-01
1395,12.63,2019-08-01
3341,12.63,2019-08-01
3435,12.63,2019-08-01
5344,12.63,2019-08-01
6588,12.63,2019-08-01
6647,12.63,2019-08-01
9944,12.63,2019-08-01
11068,12.63,2019-08-01
11636,12.63,2019-08-01
4356,12.63,2019-08-01
5583,12.63,2019-08-01
6582,12.63,2019-08-01
13905,12.63,2019-08-01
15532,12.63,2019-08-01
16232,12.63,2019-08-01
5113,12.63,2019-08-01
13176,12.63,2019-08-01
1982,13.65,2019-08-01
5644,13.76,2019-08-01
6996,13.76,2019-08-01
8445,13.76,2019-08-01
6435,13.76,2019-08-01
658,13.92,2019-08-01
7820,13.92,2019-08-01
4481,13.92,2019-08-01
8254,13.92,2019-08-01
10360,13.92,2019-08-01
14069,13.92,2019-08-01
8450,13.92,2019-08-01
17706,14.04,2019-08-01
4950,14.04,2019-08-01
6854,14.04,2019-08-01
1114,15.19,2019-08-01
5469,15.19,2019-08-01
1197,15.33,2019-08-01
1907,15.33,2019-08-01
5470,15.33,2019-08-01
6084,15.33,2019-08-01
6375,15.33,2019-08-01
7568,15.33,2019-08-01
8049,15.33,2019-08-01
989,15.33,2019-08-01
2904,15.33,2019-08-01
3953,15.33,2019-08-01
4597,15.33,2019-08-01
5932,15.33,2019-08-01
5953,15.33,2019-08-01
12916,15.33,2019-08-01
14691,15.33,2019-08-01
2305,15.33,2019-08-01
3131,15.33,2019-08-01
16513,15.37,2019-08-01
1228,15.56,2019-08-01
2408,15.56,2019-08-01
4128,15.56,2019-08-01
4480,15.56,2019-08-01
4602,15.56,2019-08-01
13059,15.56,2019-08-01
6470,15.85,2019-08-01
2269,15.85,2019-08-01
5018,15.85,2019-08-01
5038,15.85,2019-08-01
13824,15.85,2019-08-01
16040,15.85,2019-08-01
16132,15.85,2019-08-01
5715,15.86,2019-08-01
6409,15.86,2019-08-01
16312,15.87,2019-08-01
15580,16.02,2019-08-01
518,16.15,2019-08-01
11489,16.15,2019-08-01
13223,16.15,2019-08-01
8112,16.38,2019-08-01
2821,16.41,2019-08-01
3096,16.41,2019-08-01
7406,16.41,2019-08-01
8473,16.41,2019-08-01
15839,16.41,2019-08-01
15851,16.41,2019-08-01
15855,16.41,2019-08-01
11957,16.41,2019-08-01
4963,16.41,2019-08-01
3107,16.41,2019-08-01
10944,16.52,2019-08-01
5009,16.52,2019-08-01
1624,16.59,2019-08-01
9043,16.59,2019-08-01
9255,16.59,2019-08-01
14698,16.59,2019-08-01
14055,16.59,2019-08-01
15373,16.67,2019-08-01
860,16.67,2019-08-01
1185,16.67,2019-08-01
2547,16.67,2019-08-01
4820,16.67,2019-08-01
5172,16.67,2019-08-01
7511,16.67,2019-08-01
13577,16.67,2019-08-01
16110,16.67,2019-08-01
747,16.67,2019-08-01
1184,16.67,2019-08-01
11859,16.67,2019-08-01
1032,16.9,2019-08-01
1677,16.9,2019-08-01
4946,16.9,2019-08-01
6860,16.9,2019-08-01
7701,16.9,2019-08-01
9998,16.9,2019-08-01
13662,16.9,2019-08-01
15015,16.9,2019-08-01
1248,16.9,2019-08-01
3966,16.9,2019-08-01
7693,16.9,2019-08-01
14965,16.9,2019-08-01
1813,17.08,2019-08-01
16770,17.08,2019-08-01
1793,17.15,2019-08-01
2754,17.15,2019-08-01
4369,17.15,2019-08-01
6554,17.15,2019-08-01
12909,17.15,2019-08-01
16266,17.15,2019-08-01
2566,17.15,2019-08-01
13731,17.15,2019-08-01
6730,17.19,2019-08-01
8912,17.19,2019-08-01
11710,17.19,2019-08-01
14085,17.31,2019-08-01
5046,17.36,2019-08-01
9178,17.36,2019-08-01
16064,17.52,2019-08-01
8748,18.01,2019-08-01
14585,18.01,2019-08-01
15889,18.01,2019-08-01
1914,18.01,2019-08-01
1990,18.01,2019-08-01
3896,18.01,2019-08-01
4153,18.01,2019-08-01
5087,18.01,2019-08-01
5728,18.01,2019-08-01
5749,18.01,2019-08-01
6066,18.01,2019-08-01
6319,18.01,2019-08-01
9314,18.01,2019-08-01
9726,18.01,2019-08-01
11405,18.01,2019-08-01
11543,18.01,2019-08-01
13484,18.01,2019-08-01
13801,18.01,2019-08-01
16489,18.01,2019-08-01
5399,18.01,2019-08-01
4106,18.5,2019-08-01
11890,18.73,2019-08-01
4464,19.22,2019-08-01
9383,19.3,2019-08-01
9972,19.3,2019-08-01
15070,19.3,2019-08-01
17866,19.3,2019-08-01
3212,19.3,2019-08-01
5031,19.3,2019-08-01
8242,19.3,2019-08-01
8970,19.3,2019-08-01
12110,19.3,2019-08-01
14746,19.3,2019-08-01
14665,19.6,2019-08-01
11898,19.6,2019-08-01
10169,19.62,2019-08-01
17466,19.66,2019-08-01
261,20.24,2019-08-01
7311,20.24,2019-08-01
66,20.24,2019-08-01
3114,20.24,2019-08-01
6723,20.24,2019-08-01
6964,20.24,2019-08-01
15412,20.24,2019-08-01
431,20.24,2019-08-01
3580,20.24,2019-08-01
16495,20.24,2019-08-01
9478,20.25,2019-08-01
11125,20.52,2019-08-01
2802,20.52,2019-08-01
15027,20.52,2019-08-01
7692,20.52,2019-08-01
9491,20.52,2019-08-01
7625,20.66,2019-08-01
7908,20.66,2019-08-01
12923,20.66,2019-08-01
9856,20.75,2019-08-01
10710,20.75,2019-08-01
10668,20.96,2019-08-01
12072,20.96,2019-08-01
15168,20.96,2019-08-01
12831,21.13,2019-08-01
5711,21.13,2019-08-01
11615,21.13,2019-08-01
11911,21.51,2019-08-01
370,21.71,2019-08-01
459,21.71,2019-08-01
2262,21.71,2019-08-01
8235,21.71,2019-08-01
5101,21.96,2019-08-01
11193,21.96,2019-08-01
5252,22.01,2019-08-01
11619,22.01,2019-08-01
9660,22.07,2019-08-01
490,23.75,2019-08-01
2644,24.85,2019-08-01
10846,24.85,2019-08-01
17173,27.59,2019-08-01
14912,27.59,2019-08-01
11877,33.71,2019-08-01
5775,34.77,2019-08-01
4137,35.14,2019-08-01
17634,35.65,2019-08-01
17211,37.47,2019-08-01
17590,39.46,2019-08-01
10007,39.46,2019-08-01
16810,39.47,2019-08-01
10310,39.47,2019-08-01
17727,39.47,2019-08-01
10412,39.47,2019-08-01
10382,39.47,2019-08-01
11260,39.47,2019-08-01
11291,39.47,2019-08-01
16879,39.47,2019-08-01
14744,39.47,2019-08-01
15075,39.47,2019-08-01
10010,39.47,2019-08-01
12872,39.47,2019-08-01
8783,39.47,2019-08-01
10892,39.47,2019-08-01
10296,88.93,2019-08-01
17474,88.93,2019-08-01
17870,88.93,2019-08-01
11803,96.82,2019-08-01
78,18.32,2019-09-01
87,18.32,2019-09-01
94,18.32,2019-09-01
122,18.32,2019-09-01
135,18.32,2019-09-01
187,18.32,2019-09-01
256,18.32,2019-09-01
267,18.32,2019-09-01
293,18.32,2019-09-01
333,18.32,2019-09-01
337,18.32,2019-09-01
347,18.32,2019-09-01
373,18.32,2019-09-01
397,18.32,2019-09-01
424,18.32,2019-09-01
460,18.32,2019-09-01
498,18.32,2019-09-01
512,18.32,2019-09-01
548,18.32,2019-09-01
564,18.32,2019-09-01
707,18.32,2019-09-01
761,18.32,2019-09-01
783,18.32,2019-09-01
893,18.32,2019-09-01
913,18.32,2019-09-01
921,18.32,2019-09-01
928,18.32,2019-09-01
957,18.32,2019-09-01
1069,18.32,2019-09-01
1208,18.32,2019-09-01
1300,18.32,2019-09-01
1330,18.32,2019-09-01
1346,18.32,2019-09-01
1393,18.32,2019-09-01
1422,18.32,2019-09-01
1479,18.32,2019-09-01
1523,18.32,2019-09-01
1590,18.32,2019-09-01
1615,18.32,2019-09-01
1672,18.32,2019-09-01
1688,18.32,2019-09-01
1765,18.32,2019-09-01
1952,18.32,2019-09-01
2000,18.32,2019-09-01
2007,18.32,2019-09-01
2009,18.32,2019-09-01
2022,18.32,2019-09-01
2056,18.32,2019-09-01
2098,18.32,2019-09-01
2159,18.32,2019-09-01
2240,18.32,2019-09-01
2296,18.32,2019-09-01
2355,18.32,2019-09-01
2455,18.32,2019-09-01
2503,18.32,2019-09-01
2594,18.32,2019-09-01
2595,18.32,2019-09-01
2653,18.32,2019-09-01
2667,18.32,2019-09-01
2768,18.32,2019-09-01
2809,18.32,2019-09-01
2840,18.32,2019-09-01
2932,18.32,2019-09-01
2950,18.32,2019-09-01
3252,18.32,2019-09-01
3283,18.32,2019-09-01
3550,18.32,2019-09-01
3603,18.32,2019-09-01
3718,18.32,2019-09-01
3845,18.32,2019-09-01
3967,18.32,2019-09-01
4089,18.32,2019-09-01
4099,18.32,2019-09-01
4112,18.32,2019-09-01
4124,18.32,2019-09-01
4147,18.32,2019-09-01
4457,18.32,2019-09-01
4509,18.32,2019-09-01
4570,18.32,2019-09-01
4745,18.32,2019-09-01
4912,18.32,2019-09-01
4983,18.32,2019-09-01
5042,18.32,2019-09-01
5065,18.32,2019-09-01
5203,18.32,2019-09-01
5222,18.32,2019-09-01
5309,18.32,2019-09-01
5436,18.32,2019-09-01
5612,18.32,2019-09-01
5902,18.32,2019-09-01
5980,18.32,2019-09-01
6036,18.32,2019-09-01
6109,18.32,2019-09-01
6176,18.32,2019-09-01
6203,18.32,2019-09-01
6553,18.32,2019-09-01
6589,18.32,2019-09-01
6940,18.32,2019-09-01
7095,18.32,2019-09-01
7144,18.32,2019-09-01
7159,18.32,2019-09-01
7340,18.32,2019-09-01
7360,18.32,2019-09-01
7601,18.32,2019-09-01
7652,18.32,2019-09-01
7728,18.32,2019-09-01
7748,18.32,2019-09-01
7905,18.32,2019-09-01
7982,18.32,2019-09-01
7986,18.32,2019-09-01
8068,18.32,2019-09-01
8138,18.32,2019-09-01
